Rainfall - (MM), Year, Statistics, Country, ISO3
44.3, 1947, Oct Average, United Kingdom, GBR
133.6, 1947, Nov Average, United Kingdom, GBR
92.0, 1947, Dec Average, United Kingdom, GBR
192.8, 1948, Jan Average, United Kingdom, GBR
83.0, 1948, Feb Average, United Kingdom, GBR
67.5, 1948, Mar Average, United Kingdom, GBR
70.4, 1948, Apr Average, United Kingdom, GBR
66.8, 1948, May Average, United Kingdom, GBR
114.2, 1948, Jun Average, United Kingdom, GBR
73.3, 1948, Jul Average, United Kingdom, GBR
141.2, 1948, Aug Average, United Kingdom, GBR
110.8, 1948, Sep Average, United Kingdom, GBR
113.9, 1948, Oct Average, United Kingdom, GBR
79.8, 1948, Nov Average, United Kingdom, GBR
148.3, 1948, Dec Average, United Kingdom, GBR
94.3, 1949, Jan Average, United Kingdom, GBR
78.1, 1949, Feb Average, United Kingdom, GBR
64.6, 1949, Mar Average, United Kingdom, GBR
86.7, 1949, Apr Average, United Kingdom, GBR
69.1, 1949, May Average, United Kingdom, GBR
30.2, 1949, Jun Average, United Kingdom, GBR
62.3, 1949, Jul Average, United Kingdom, GBR
89.9, 1949, Aug Average, United Kingdom, GBR
63.3, 1949, Sep Average, United Kingdom, GBR
170.0, 1949, Oct Average, United Kingdom, GBR
134.9, 1949, Nov Average, United Kingdom, GBR
151.6, 1949, Dec Average, United Kingdom, GBR
69.6, 1950, Jan Average, United Kingdom, GBR
149.1, 1950, Feb Average, United Kingdom, GBR
68.3, 1950, Mar Average, United Kingdom, GBR
94.6, 1950, Apr Average, United Kingdom, GBR
52.7, 1950, May Average, United Kingdom, GBR
60.2, 1950, Jun Average, United Kingdom, GBR
116.4, 1950, Jul Average, United Kingdom, GBR
139.5, 1950, Aug Average, United Kingdom, GBR
184.1, 1950, Sep Average, United Kingdom, GBR
80.3, 1950, Oct Average, United Kingdom, GBR
148.9, 1950, Nov Average, United Kingdom, GBR
88.9, 1950, Dec Average, United Kingdom, GBR
128.1, 1951, Jan Average, United Kingdom, GBR
117.4, 1951, Feb Average, United Kingdom, GBR
122.1, 1951, Mar Average, United Kingdom, GBR
85.9, 1951, Apr Average, United Kingdom, GBR
70.3, 1951, May Average, United Kingdom, GBR
44.6, 1951, Jun Average, United Kingdom, GBR
76.5, 1951, Jul Average, United Kingdom, GBR
140.7, 1951, Aug Average, United Kingdom, GBR
86.2, 1951, Sep Average, United Kingdom, GBR
42.7, 1951, Oct Average, United Kingdom, GBR
214.0, 1951, Nov Average, United Kingdom, GBR
145.4, 1951, Dec Average, United Kingdom, GBR
113.5, 1952, Jan Average, United Kingdom, GBR
39.7, 1952, Feb Average, United Kingdom, GBR
88.4, 1952, Mar Average, United Kingdom, GBR
62.1, 1952, Apr Average, United Kingdom, GBR
68.3, 1952, May Average, United Kingdom, GBR
74.2, 1952, Jun Average, United Kingdom, GBR
50.9, 1952, Jul Average, United Kingdom, GBR
117.9, 1952, Aug Average, United Kingdom, GBR
94.6, 1952, Sep Average, United Kingdom, GBR
127.7, 1952, Oct Average, United Kingdom, GBR
100.0, 1952, Nov Average, United Kingdom, GBR
119.6, 1952, Dec Average, United Kingdom, GBR
50.0, 1953, Jan Average, United Kingdom, GBR
62.0, 1953, Feb Average, United Kingdom, GBR
33.9, 1953, Mar Average, United Kingdom, GBR
82.9, 1953, Apr Average, United Kingdom, GBR
70.9, 1953, May Average, United Kingdom, GBR
63.5, 1953, Jun Average, United Kingdom, GBR
118.3, 1953, Jul Average, United Kingdom, GBR
98.6, 1953, Aug Average, United Kingdom, GBR
106.1, 1953, Sep Average, United Kingdom, GBR
85.2, 1953, Oct Average, United Kingdom, GBR
121.2, 1953, Nov Average, United Kingdom, GBR
83.9, 1953, Dec Average, United Kingdom, GBR
92.7, 1954, Jan Average, United Kingdom, GBR
100.2, 1954, Feb Average, United Kingdom, GBR
92.5, 1954, Mar Average, United Kingdom, GBR
30.3, 1954, Apr Average, United Kingdom, GBR
96.8, 1954, May Average, United Kingdom, GBR
93.1, 1954, Jun Average, United Kingdom, GBR
93.6, 1954, Jul Average, United Kingdom, GBR
124.1, 1954, Aug Average, United Kingdom, GBR
123.5, 1954, Sep Average, United Kingdom, GBR
184.2, 1954, Oct Average, United Kingdom, GBR
190.1, 1954, Nov Average, United Kingdom, GBR
142.5, 1954, Dec Average, United Kingdom, GBR
97.2, 1955, Jan Average, United Kingdom, GBR
82.6, 1955, Feb Average, United Kingdom, GBR
61.0, 1955, Mar Average, United Kingdom, GBR
47.4, 1955, Apr Average, United Kingdom, GBR
98.2, 1955, May Average, United Kingdom, GBR
81.7, 1955, Jun Average, United Kingdom, GBR
32.1, 1955, Jul Average, United Kingdom, GBR
34.6, 1955, Aug Average, United Kingdom, GBR
82.6, 1955, Sep Average, United Kingdom, GBR
102.0, 1955, Oct Average, United Kingdom, GBR
67.1, 1955, Nov Average, United Kingdom, GBR
162.4, 1955, Dec Average, United Kingdom, GBR
132.1, 1956, Jan Average, United Kingdom, GBR
46.5, 1956, Feb Average, United Kingdom, GBR
47.3, 1956, Mar Average, United Kingdom, GBR
49.6, 1956, Apr Average, United Kingdom, GBR
41.8, 1956, May Average, United Kingdom, GBR
78.6, 1956, Jun Average, United Kingdom, GBR
119.8, 1956, Jul Average, United Kingdom, GBR
165.4, 1956, Aug Average, United Kingdom, GBR
112.4, 1956, Sep Average, United Kingdom, GBR
83.3, 1956, Oct Average, United Kingdom, GBR
54.8, 1956, Nov Average, United Kingdom, GBR
146.0, 1956, Dec Average, United Kingdom, GBR
121.2, 1957, Jan Average, United Kingdom, GBR
105.3, 1957, Feb Average, United Kingdom, GBR
100.2, 1957, Mar Average, United Kingdom, GBR
27.8, 1957, Apr Average, United Kingdom, GBR
52.7, 1957, May Average, United Kingdom, GBR
58.1, 1957, Jun Average, United Kingdom, GBR
122.3, 1957, Jul Average, United Kingdom, GBR
127.7, 1957, Aug Average, United Kingdom, GBR
125.0, 1957, Sep Average, United Kingdom, GBR
100.6, 1957, Oct Average, United Kingdom, GBR
72.4, 1957, Nov Average, United Kingdom, GBR
120.4, 1957, Dec Average, United Kingdom, GBR
125.3, 1958, Jan Average, United Kingdom, GBR
128.6, 1958, Feb Average, United Kingdom, GBR
63.3, 1958, Mar Average, United Kingdom, GBR
43.5, 1958, Apr Average, United Kingdom, GBR
94.4, 1958, May Average, United Kingdom, GBR
104.3, 1958, Jun Average, United Kingdom, GBR
119.1, 1958, Jul Average, United Kingdom, GBR
116.7, 1958, Aug Average, United Kingdom, GBR
123.2, 1958, Sep Average, United Kingdom, GBR
100.6, 1958, Oct Average, United Kingdom, GBR
58.3, 1958, Nov Average, United Kingdom, GBR
133.4, 1958, Dec Average, United Kingdom, GBR
106.2, 1959, Jan Average, United Kingdom, GBR
27.6, 1959, Feb Average, United Kingdom, GBR
77.3, 1959, Mar Average, United Kingdom, GBR
92.7, 1959, Apr Average, United Kingdom, GBR
33.7, 1959, May Average, United Kingdom, GBR
64.1, 1959, Jun Average, United Kingdom, GBR
92.4, 1959, Jul Average, United Kingdom, GBR
43.1, 1959, Aug Average, United Kingdom, GBR
26.0, 1959, Sep Average, United Kingdom, GBR
131.2, 1959, Oct Average, United Kingdom, GBR
154.2, 1959, Nov Average, United Kingdom, GBR
184.9, 1959, Dec Average, United Kingdom, GBR
145.5, 1960, Jan Average, United Kingdom, GBR
98.9, 1960, Feb Average, United Kingdom, GBR
57.5, 1960, Mar Average, United Kingdom, GBR
70.0, 1960, Apr Average, United Kingdom, GBR
49.7, 1960, May Average, United Kingdom, GBR
63.1, 1960, Jun Average, United Kingdom, GBR
114.8, 1960, Jul Average, United Kingdom, GBR
126.2, 1960, Aug Average, United Kingdom, GBR
113.1, 1960, Sep Average, United Kingdom, GBR
162.1, 1960, Oct Average, United Kingdom, GBR
160.8, 1960, Nov Average, United Kingdom, GBR
134.4, 1960, Dec Average, United Kingdom, GBR
133.0, 1961, Jan Average, United Kingdom, GBR
101.6, 1961, Feb Average, United Kingdom, GBR
42.4, 1961, Mar Average, United Kingdom, GBR
104.2, 1961, Apr Average, United Kingdom, GBR
46.4, 1961, May Average, United Kingdom, GBR
50.5, 1961, Jun Average, United Kingdom, GBR
85.4, 1961, Jul Average, United Kingdom, GBR
112.1, 1961, Aug Average, United Kingdom, GBR
109.5, 1961, Sep Average, United Kingdom, GBR
151.6, 1961, Oct Average, United Kingdom, GBR
84.6, 1961, Nov Average, United Kingdom, GBR
119.4, 1961, Dec Average, United Kingdom, GBR
158.6, 1962, Jan Average, United Kingdom, GBR
70.2, 1962, Feb Average, United Kingdom, GBR
55.3, 1962, Mar Average, United Kingdom, GBR
72.5, 1962, Apr Average, United Kingdom, GBR
75.0, 1962, May Average, United Kingdom, GBR
38.9, 1962, Jun Average, United Kingdom, GBR
67.9, 1962, Jul Average, United Kingdom, GBR
141.1, 1962, Aug Average, United Kingdom, GBR
132.1, 1962, Sep Average, United Kingdom, GBR
52.2, 1962, Oct Average, United Kingdom, GBR
85.8, 1962, Nov Average, United Kingdom, GBR
111.3, 1962, Dec Average, United Kingdom, GBR
37.9, 1963, Jan Average, United Kingdom, GBR
36.2, 1963, Feb Average, United Kingdom, GBR
124.0, 1963, Mar Average, United Kingdom, GBR
82.7, 1963, Apr Average, United Kingdom, GBR
72.6, 1963, May Average, United Kingdom, GBR
91.6, 1963, Jun Average, United Kingdom, GBR
63.7, 1963, Jul Average, United Kingdom, GBR
124.5, 1963, Aug Average, United Kingdom, GBR
92.3, 1963, Sep Average, United Kingdom, GBR
94.0, 1963, Oct Average, United Kingdom, GBR
192.5, 1963, Nov Average, United Kingdom, GBR
38.4, 1963, Dec Average, United Kingdom, GBR
45.8, 1964, Jan Average, United Kingdom, GBR
40.3, 1964, Feb Average, United Kingdom, GBR
95.6, 1964, Mar Average, United Kingdom, GBR
78.1, 1964, Apr Average, United Kingdom, GBR
73.3, 1964, May Average, United Kingdom, GBR
80.9, 1964, Jun Average, United Kingdom, GBR
61.7, 1964, Jul Average, United Kingdom, GBR
93.5, 1964, Aug Average, United Kingdom, GBR
79.5, 1964, Sep Average, United Kingdom, GBR
85.7, 1964, Oct Average, United Kingdom, GBR
84.6, 1964, Nov Average, United Kingdom, GBR
134.6, 1964, Dec Average, United Kingdom, GBR
128.7, 1965, Jan Average, United Kingdom, GBR
24.1, 1965, Feb Average, United Kingdom, GBR
83.0, 1965, Mar Average, United Kingdom, GBR
79.8, 1965, Apr Average, United Kingdom, GBR
72.7, 1965, May Average, United Kingdom, GBR
86.2, 1965, Jun Average, United Kingdom, GBR
110.1, 1965, Jul Average, United Kingdom, GBR
90.2, 1965, Aug Average, United Kingdom, GBR
156.9, 1965, Sep Average, United Kingdom, GBR
77.0, 1965, Oct Average, United Kingdom, GBR
114.5, 1965, Nov Average, United Kingdom, GBR
172.0, 1965, Dec Average, United Kingdom, GBR
70.9, 1966, Jan Average, United Kingdom, GBR
136.1, 1966, Feb Average, United Kingdom, GBR
74.9, 1966, Mar Average, United Kingdom, GBR
95.0, 1966, Apr Average, United Kingdom, GBR
84.0, 1966, May Average, United Kingdom, GBR
114.3, 1966, Jun Average, United Kingdom, GBR
72.9, 1966, Jul Average, United Kingdom, GBR
109.8, 1966, Aug Average, United Kingdom, GBR
77.7, 1966, Sep Average, United Kingdom, GBR
137.7, 1966, Oct Average, United Kingdom, GBR
109.0, 1966, Nov Average, United Kingdom, GBR
165.8, 1966, Dec Average, United Kingdom, GBR
90.5, 1967, Jan Average, United Kingdom, GBR
115.9, 1967, Feb Average, United Kingdom, GBR
106.7, 1967, Mar Average, United Kingdom, GBR
52.5, 1967, Apr Average, United Kingdom, GBR
134.2, 1967, May Average, United Kingdom, GBR
51.3, 1967, Jun Average, United Kingdom, GBR
80.0, 1967, Jul Average, United Kingdom, GBR
88.5, 1967, Aug Average, United Kingdom, GBR
122.4, 1967, Sep Average, United Kingdom, GBR
209.9, 1967, Oct Average, United Kingdom, GBR
97.3, 1967, Nov Average, United Kingdom, GBR
96.5, 1967, Dec Average, United Kingdom, GBR
109.0, 1968, Jan Average, United Kingdom, GBR
60.3, 1968, Feb Average, United Kingdom, GBR
95.1, 1968, Mar Average, United Kingdom, GBR
72.1, 1968, Apr Average, United Kingdom, GBR
94.6, 1968, May Average, United Kingdom, GBR
80.3, 1968, Jun Average, United Kingdom, GBR
107.1, 1968, Jul Average, United Kingdom, GBR
68.6, 1968, Aug Average, United Kingdom, GBR
147.8, 1968, Sep Average, United Kingdom, GBR
143.4, 1968, Oct Average, United Kingdom, GBR
84.6, 1968, Nov Average, United Kingdom, GBR
88.1, 1968, Dec Average, United Kingdom, GBR
125.4, 1969, Jan Average, United Kingdom, GBR
79.1, 1969, Feb Average, United Kingdom, GBR
67.3, 1969, Mar Average, United Kingdom, GBR
65.2, 1969, Apr Average, United Kingdom, GBR
121.6, 1969, May Average, United Kingdom, GBR
67.6, 1969, Jun Average, United Kingdom, GBR
70.5, 1969, Jul Average, United Kingdom, GBR
79.7, 1969, Aug Average, United Kingdom, GBR
68.4, 1969, Sep Average, United Kingdom, GBR
56.5, 1969, Oct Average, United Kingdom, GBR
155.8, 1969, Nov Average, United Kingdom, GBR
102.5, 1969, Dec Average, United Kingdom, GBR
117.8, 1970, Jan Average, United Kingdom, GBR
113.0, 1970, Feb Average, United Kingdom, GBR
78.0, 1970, Mar Average, United Kingdom, GBR
93.4, 1970, Apr Average, United Kingdom, GBR
41.2, 1970, May Average, United Kingdom, GBR
57.4, 1970, Jun Average, United Kingdom, GBR
98.0, 1970, Jul Average, United Kingdom, GBR
98.7, 1970, Aug Average, United Kingdom, GBR
99.1, 1970, Sep Average, United Kingdom, GBR
108.4, 1970, Oct Average, United Kingdom, GBR
190.0, 1970, Nov Average, United Kingdom, GBR
68.2, 1970, Dec Average, United Kingdom, GBR
119.6, 1971, Jan Average, United Kingdom, GBR
61.4, 1971, Feb Average, United Kingdom, GBR
83.9, 1971, Mar Average, United Kingdom, GBR
60.3, 1971, Apr Average, United Kingdom, GBR
60.8, 1971, May Average, United Kingdom, GBR
91.9, 1971, Jun Average, United Kingdom, GBR
65.8, 1971, Jul Average, United Kingdom, GBR
113.3, 1971, Aug Average, United Kingdom, GBR
40.0, 1971, Sep Average, United Kingdom, GBR
105.2, 1971, Oct Average, United Kingdom, GBR
115.0, 1971, Nov Average, United Kingdom, GBR
66.3, 1971, Dec Average, United Kingdom, GBR
124.7, 1972, Jan Average, United Kingdom, GBR
89.5, 1972, Feb Average, United Kingdom, GBR
86.6, 1972, Mar Average, United Kingdom, GBR
90.0, 1972, Apr Average, United Kingdom, GBR
88.1, 1972, May Average, United Kingdom, GBR
92.3, 1972, Jun Average, United Kingdom, GBR
58.5, 1972, Jul Average, United Kingdom, GBR
50.7, 1972, Aug Average, United Kingdom, GBR
36.9, 1972, Sep Average, United Kingdom, GBR
45.6, 1972, Oct Average, United Kingdom, GBR
128.4, 1972, Nov Average, United Kingdom, GBR
121.1, 1972, Dec Average, United Kingdom, GBR
72.9, 1973, Jan Average, United Kingdom, GBR
68.1, 1973, Feb Average, United Kingdom, GBR
42.6, 1973, Mar Average, United Kingdom, GBR
74.1, 1973, Apr Average, United Kingdom, GBR
90.4, 1973, May Average, United Kingdom, GBR
66.1, 1973, Jun Average, United Kingdom, GBR
95.5, 1973, Jul Average, United Kingdom, GBR
82.4, 1973, Aug Average, United Kingdom, GBR
89.1, 1973, Sep Average, United Kingdom, GBR
68.9, 1973, Oct Average, United Kingdom, GBR
96.1, 1973, Nov Average, United Kingdom, GBR
116.0, 1973, Dec Average, United Kingdom, GBR
176.8, 1974, Jan Average, United Kingdom, GBR
113.9, 1974, Feb Average, United Kingdom, GBR
61.1, 1974, Mar Average, United Kingdom, GBR
16.4, 1974, Apr Average, United Kingdom, GBR
53.5, 1974, May Average, United Kingdom, GBR
67.6, 1974, Jun Average, United Kingdom, GBR
88.8, 1974, Jul Average, United Kingdom, GBR
96.6, 1974, Aug Average, United Kingdom, GBR
145.2, 1974, Sep Average, United Kingdom, GBR
100.1, 1974, Oct Average, United Kingdom, GBR
146.9, 1974, Nov Average, United Kingdom, GBR
140.6, 1974, Dec Average, United Kingdom, GBR
181.0, 1975, Jan Average, United Kingdom, GBR
41.6, 1975, Feb Average, United Kingdom, GBR
72.9, 1975, Mar Average, United Kingdom, GBR
80.4, 1975, Apr Average, United Kingdom, GBR
45.5, 1975, May Average, United Kingdom, GBR
36.1, 1975, Jun Average, United Kingdom, GBR
81.2, 1975, Jul Average, United Kingdom, GBR
66.0, 1975, Aug Average, United Kingdom, GBR
138.1, 1975, Sep Average, United Kingdom, GBR
58.9, 1975, Oct Average, United Kingdom, GBR
94.1, 1975, Nov Average, United Kingdom, GBR
65.8, 1975, Dec Average, United Kingdom, GBR
117.6, 1976, Jan Average, United Kingdom, GBR
62.3, 1976, Feb Average, United Kingdom, GBR
83.3, 1976, Mar Average, United Kingdom, GBR
35.6, 1976, Apr Average, United Kingdom, GBR
88.0, 1976, May Average, United Kingdom, GBR
36.4, 1976, Jun Average, United Kingdom, GBR
44.8, 1976, Jul Average, United Kingdom, GBR
25.6, 1976, Aug Average, United Kingdom, GBR
156.1, 1976, Sep Average, United Kingdom, GBR
179.6, 1976, Oct Average, United Kingdom, GBR
101.8, 1976, Nov Average, United Kingdom, GBR
104.3, 1976, Dec Average, United Kingdom, GBR
114.0, 1977, Jan Average, United Kingdom, GBR
149.8, 1977, Feb Average, United Kingdom, GBR
101.3, 1977, Mar Average, United Kingdom, GBR
77.7, 1977, Apr Average, United Kingdom, GBR
57.9, 1977, May Average, United Kingdom, GBR
82.2, 1977, Jun Average, United Kingdom, GBR
38.2, 1977, Jul Average, United Kingdom, GBR
101.6, 1977, Aug Average, United Kingdom, GBR
78.6, 1977, Sep Average, United Kingdom, GBR
112.9, 1977, Oct Average, United Kingdom, GBR
146.7, 1977, Nov Average, United Kingdom, GBR
96.9, 1977, Dec Average, United Kingdom, GBR
137.6, 1978, Jan Average, United Kingdom, GBR
96.9, 1978, Feb Average, United Kingdom, GBR
119.5, 1978, Mar Average, United Kingdom, GBR
49.3, 1978, Apr Average, United Kingdom, GBR
42.0, 1978, May Average, United Kingdom, GBR
64.8, 1978, Jun Average, United Kingdom, GBR
86.9, 1978, Jul Average, United Kingdom, GBR
81.6, 1978, Aug Average, United Kingdom, GBR
103.4, 1978, Sep Average, United Kingdom, GBR
47.7, 1978, Oct Average, United Kingdom, GBR
115.4, 1978, Nov Average, United Kingdom, GBR
173.8, 1978, Dec Average, United Kingdom, GBR
102.6, 1979, Jan Average, United Kingdom, GBR
56.1, 1979, Feb Average, United Kingdom, GBR
147.2, 1979, Mar Average, United Kingdom, GBR
79.7, 1979, Apr Average, United Kingdom, GBR
112.5, 1979, May Average, United Kingdom, GBR
49.2, 1979, Jun Average, United Kingdom, GBR
53.7, 1979, Jul Average, United Kingdom, GBR
111.9, 1979, Aug Average, United Kingdom, GBR
66.1, 1979, Sep Average, United Kingdom, GBR
115.2, 1979, Oct Average, United Kingdom, GBR
137.0, 1979, Nov Average, United Kingdom, GBR
186.9, 1979, Dec Average, United Kingdom, GBR
104.2, 1980, Jan Average, United Kingdom, GBR
107.3, 1980, Feb Average, United Kingdom, GBR
114.2, 1980, Mar Average, United Kingdom, GBR
18.7, 1980, Apr Average, United Kingdom, GBR
31.2, 1980, May Average, United Kingdom, GBR
128.7, 1980, Jun Average, United Kingdom, GBR
90.7, 1980, Jul Average, United Kingdom, GBR
108.9, 1980, Aug Average, United Kingdom, GBR
107.4, 1980, Sep Average, United Kingdom, GBR
155.5, 1980, Oct Average, United Kingdom, GBR
127.4, 1980, Nov Average, United Kingdom, GBR
129.3, 1980, Dec Average, United Kingdom, GBR
99.5, 1981, Jan Average, United Kingdom, GBR
70.0, 1981, Feb Average, United Kingdom, GBR
165.2, 1981, Mar Average, United Kingdom, GBR
49.9, 1981, Apr Average, United Kingdom, GBR
91.9, 1981, May Average, United Kingdom, GBR
65.9, 1981, Jun Average, United Kingdom, GBR
67.3, 1981, Jul Average, United Kingdom, GBR
45.5, 1981, Aug Average, United Kingdom, GBR
180.4, 1981, Sep Average, United Kingdom, GBR
165.6, 1981, Oct Average, United Kingdom, GBR
123.7, 1981, Nov Average, United Kingdom, GBR
94.0, 1981, Dec Average, United Kingdom, GBR
115.8, 1982, Jan Average, United Kingdom, GBR
73.4, 1982, Feb Average, United Kingdom, GBR
128.5, 1982, Mar Average, United Kingdom, GBR
31.3, 1982, Apr Average, United Kingdom, GBR
59.0, 1982, May Average, United Kingdom, GBR
111.5, 1982, Jun Average, United Kingdom, GBR
42.1, 1982, Jul Average, United Kingdom, GBR
111.5, 1982, Aug Average, United Kingdom, GBR
124.6, 1982, Sep Average, United Kingdom, GBR
150.3, 1982, Oct Average, United Kingdom, GBR
171.7, 1982, Nov Average, United Kingdom, GBR
149.3, 1982, Dec Average, United Kingdom, GBR
149.7, 1983, Jan Average, United Kingdom, GBR
51.9, 1983, Feb Average, United Kingdom, GBR
104.0, 1983, Mar Average, United Kingdom, GBR
95.9, 1983, Apr Average, United Kingdom, GBR
112.8, 1983, May Average, United Kingdom, GBR
54.4, 1983, Jun Average, United Kingdom, GBR
37.2, 1983, Jul Average, United Kingdom, GBR
43.1, 1983, Aug Average, United Kingdom, GBR
131.2, 1983, Sep Average, United Kingdom, GBR
139.1, 1983, Oct Average, United Kingdom, GBR
51.8, 1983, Nov Average, United Kingdom, GBR
161.5, 1983, Dec Average, United Kingdom, GBR
182.1, 1984, Jan Average, United Kingdom, GBR
82.0, 1984, Feb Average, United Kingdom, GBR
83.8, 1984, Mar Average, United Kingdom, GBR
26.8, 1984, Apr Average, United Kingdom, GBR
48.8, 1984, May Average, United Kingdom, GBR
52.3, 1984, Jun Average, United Kingdom, GBR
34.2, 1984, Jul Average, United Kingdom, GBR
58.4, 1984, Aug Average, United Kingdom, GBR
145.0, 1984, Sep Average, United Kingdom, GBR
146.0, 1984, Oct Average, United Kingdom, GBR
196.5, 1984, Nov Average, United Kingdom, GBR
114.8, 1984, Dec Average, United Kingdom, GBR
86.8, 1985, Jan Average, United Kingdom, GBR
36.2, 1985, Feb Average, United Kingdom, GBR
89.7, 1985, Mar Average, United Kingdom, GBR
86.6, 1985, Apr Average, United Kingdom, GBR
77.6, 1985, May Average, United Kingdom, GBR
96.4, 1985, Jun Average, United Kingdom, GBR
111.6, 1985, Jul Average, United Kingdom, GBR
150.7, 1985, Aug Average, United Kingdom, GBR
115.9, 1985, Sep Average, United Kingdom, GBR
57.6, 1985, Oct Average, United Kingdom, GBR
108.6, 1985, Nov Average, United Kingdom, GBR
158.5, 1985, Dec Average, United Kingdom, GBR
158.9, 1986, Jan Average, United Kingdom, GBR
20.7, 1986, Feb Average, United Kingdom, GBR
110.9, 1986, Mar Average, United Kingdom, GBR
91.0, 1986, Apr Average, United Kingdom, GBR
117.3, 1986, May Average, United Kingdom, GBR
53.9, 1986, Jun Average, United Kingdom, GBR
68.5, 1986, Jul Average, United Kingdom, GBR
122.3, 1986, Aug Average, United Kingdom, GBR
33.2, 1986, Sep Average, United Kingdom, GBR
116.0, 1986, Oct Average, United Kingdom, GBR
150.4, 1986, Nov Average, United Kingdom, GBR
200.1, 1986, Dec Average, United Kingdom, GBR
50.6, 1987, Jan Average, United Kingdom, GBR
77.0, 1987, Feb Average, United Kingdom, GBR
126.3, 1987, Mar Average, United Kingdom, GBR
73.1, 1987, Apr Average, United Kingdom, GBR
57.7, 1987, May Average, United Kingdom, GBR
110.6, 1987, Jun Average, United Kingdom, GBR
92.0, 1987, Jul Average, United Kingdom, GBR
93.3, 1987, Aug Average, United Kingdom, GBR
91.0, 1987, Sep Average, United Kingdom, GBR
182.2, 1987, Oct Average, United Kingdom, GBR
90.9, 1987, Nov Average, United Kingdom, GBR
89.7, 1987, Dec Average, United Kingdom, GBR
189.3, 1988, Jan Average, United Kingdom, GBR
88.6, 1988, Feb Average, United Kingdom, GBR
138.3, 1988, Mar Average, United Kingdom, GBR
61.1, 1988, Apr Average, United Kingdom, GBR
62.1, 1988, May Average, United Kingdom, GBR
40.5, 1988, Jun Average, United Kingdom, GBR
159.2, 1988, Jul Average, United Kingdom, GBR
115.7, 1988, Aug Average, United Kingdom, GBR
92.2, 1988, Sep Average, United Kingdom, GBR
129.1, 1988, Oct Average, United Kingdom, GBR
70.1, 1988, Nov Average, United Kingdom, GBR
78.9, 1988, Dec Average, United Kingdom, GBR
91.8, 1989, Jan Average, United Kingdom, GBR
145.1, 1989, Feb Average, United Kingdom, GBR
127.0, 1989, Mar Average, United Kingdom, GBR
83.6, 1989, Apr Average, United Kingdom, GBR
35.0, 1989, May Average, United Kingdom, GBR
68.0, 1989, Jun Average, United Kingdom, GBR
42.8, 1989, Jul Average, United Kingdom, GBR
101.0, 1989, Aug Average, United Kingdom, GBR
61.6, 1989, Sep Average, United Kingdom, GBR
133.1, 1989, Oct Average, United Kingdom, GBR
60.4, 1989, Nov Average, United Kingdom, GBR
134.4, 1989, Dec Average, United Kingdom, GBR
178.9, 1990, Jan Average, United Kingdom, GBR
208.1, 1990, Feb Average, United Kingdom, GBR
93.9, 1990, Mar Average, United Kingdom, GBR
59.2, 1990, Apr Average, United Kingdom, GBR
39.8, 1990, May Average, United Kingdom, GBR
100.4, 1990, Jun Average, United Kingdom, GBR
47.3, 1990, Jul Average, United Kingdom, GBR
71.3, 1990, Aug Average, United Kingdom, GBR
85.2, 1990, Sep Average, United Kingdom, GBR
157.9, 1990, Oct Average, United Kingdom, GBR
85.4, 1990, Nov Average, United Kingdom, GBR
144.8, 1990, Dec Average, United Kingdom, GBR
118.3, 1991, Jan Average, United Kingdom, GBR
81.4, 1991, Feb Average, United Kingdom, GBR
101.3, 1991, Mar Average, United Kingdom, GBR
89.2, 1991, Apr Average, United Kingdom, GBR
23.0, 1991, May Average, United Kingdom, GBR
108.5, 1991, Jun Average, United Kingdom, GBR
80.7, 1991, Jul Average, United Kingdom, GBR
41.3, 1991, Aug Average, United Kingdom, GBR
85.7, 1991, Sep Average, United Kingdom, GBR
108.8, 1991, Oct Average, United Kingdom, GBR
137.5, 1991, Nov Average, United Kingdom, GBR
87.4, 1991, Dec Average, United Kingdom, GBR
92.2, 1992, Jan Average, United Kingdom, GBR
86.3, 1992, Feb Average, United Kingdom, GBR
134.7, 1992, Mar Average, United Kingdom, GBR
89.5, 1992, Apr Average, United Kingdom, GBR
60.9, 1992, May Average, United Kingdom, GBR
44.2, 1992, Jun Average, United Kingdom, GBR
87.3, 1992, Jul Average, United Kingdom, GBR
162.3, 1992, Aug Average, United Kingdom, GBR
129.4, 1992, Sep Average, United Kingdom, GBR
104.4, 1992, Oct Average, United Kingdom, GBR
170.4, 1992, Nov Average, United Kingdom, GBR
107.8, 1992, Dec Average, United Kingdom, GBR
190.6, 1993, Jan Average, United Kingdom, GBR
28.8, 1993, Feb Average, United Kingdom, GBR
56.0, 1993, Mar Average, United Kingdom, GBR
107.5, 1993, Apr Average, United Kingdom, GBR
106.7, 1993, May Average, United Kingdom, GBR
75.2, 1993, Jun Average, United Kingdom, GBR
90.1, 1993, Jul Average, United Kingdom, GBR
64.1, 1993, Aug Average, United Kingdom, GBR
107.0, 1993, Sep Average, United Kingdom, GBR
125.7, 1993, Oct Average, United Kingdom, GBR
82.4, 1993, Nov Average, United Kingdom, GBR
198.9, 1993, Dec Average, United Kingdom, GBR
162.7, 1994, Jan Average, United Kingdom, GBR
103.7, 1994, Feb Average, United Kingdom, GBR
154.3, 1994, Mar Average, United Kingdom, GBR
95.7, 1994, Apr Average, United Kingdom, GBR
51.5, 1994, May Average, United Kingdom, GBR
58.2, 1994, Jun Average, United Kingdom, GBR
58.2, 1994, Jul Average, United Kingdom, GBR
