tasmin, Year, Statistics, Country, ISO3
1.8, 1952, Sep Average, Russia, RUS
-10.6, 1952, Oct Average, Russia, RUS
-25.8, 1952, Nov Average, Russia, RUS
-31.1, 1952, Dec Average, Russia, RUS
-31.1, 1953, Jan Average, Russia, RUS
-30.6, 1953, Feb Average, Russia, RUS
-22.8, 1953, Mar Average, Russia, RUS
-10.3, 1953, Apr Average, Russia, RUS
-1.9, 1953, May Average, Russia, RUS
6.2, 1953, Jun Average, Russia, RUS
9.7, 1953, Jul Average, Russia, RUS
7.0, 1953, Aug Average, Russia, RUS
0.8, 1953, Sep Average, Russia, RUS
-8.4, 1953, Oct Average, Russia, RUS
-23.3, 1953, Nov Average, Russia, RUS
-26.5, 1953, Dec Average, Russia, RUS
-32.4, 1954, Jan Average, Russia, RUS
-32.5, 1954, Feb Average, Russia, RUS
-24.1, 1954, Mar Average, Russia, RUS
-11.7, 1954, Apr Average, Russia, RUS
-3.0, 1954, May Average, Russia, RUS
6.1, 1954, Jun Average, Russia, RUS
9.6, 1954, Jul Average, Russia, RUS
7.1, 1954, Aug Average, Russia, RUS
1.1, 1954, Sep Average, Russia, RUS
-7.7, 1954, Oct Average, Russia, RUS
-21.5, 1954, Nov Average, Russia, RUS
-28.2, 1954, Dec Average, Russia, RUS
-27.3, 1955, Jan Average, Russia, RUS
-31.7, 1955, Feb Average, Russia, RUS
-27.1, 1955, Mar Average, Russia, RUS
-13.9, 1955, Apr Average, Russia, RUS
-2.5, 1955, May Average, Russia, RUS
5.4, 1955, Jun Average, Russia, RUS
8.4, 1955, Jul Average, Russia, RUS
6.7, 1955, Aug Average, Russia, RUS
0.5, 1955, Sep Average, Russia, RUS
-8.7, 1955, Oct Average, Russia, RUS
-22.2, 1955, Nov Average, Russia, RUS
-32.1, 1955, Dec Average, Russia, RUS
-31.3, 1956, Jan Average, Russia, RUS
-31.1, 1956, Feb Average, Russia, RUS
-24.3, 1956, Mar Average, Russia, RUS
-15.2, 1956, Apr Average, Russia, RUS
-3.2, 1956, May Average, Russia, RUS
5.7, 1956, Jun Average, Russia, RUS
9.1, 1956, Jul Average, Russia, RUS
6.2, 1956, Aug Average, Russia, RUS
0.0, 1956, Sep Average, Russia, RUS
-10.2, 1956, Oct Average, Russia, RUS
-22.1, 1956, Nov Average, Russia, RUS
-27.5, 1956, Dec Average, Russia, RUS
-29.4, 1957, Jan Average, Russia, RUS
-29.8, 1957, Feb Average, Russia, RUS
-26.7, 1957, Mar Average, Russia, RUS
-13.1, 1957, Apr Average, Russia, RUS
-1.6, 1957, May Average, Russia, RUS
5.8, 1957, Jun Average, Russia, RUS
8.8, 1957, Jul Average, Russia, RUS
6.7, 1957, Aug Average, Russia, RUS
0.8, 1957, Sep Average, Russia, RUS
-9.5, 1957, Oct Average, Russia, RUS
-23.7, 1957, Nov Average, Russia, RUS
-28.3, 1957, Dec Average, Russia, RUS
-30.9, 1958, Jan Average, Russia, RUS
-29.2, 1958, Feb Average, Russia, RUS
-26.7, 1958, Mar Average, Russia, RUS
-15.1, 1958, Apr Average, Russia, RUS
-3.7, 1958, May Average, Russia, RUS
4.5, 1958, Jun Average, Russia, RUS
8.6, 1958, Jul Average, Russia, RUS
6.5, 1958, Aug Average, Russia, RUS
-0.5, 1958, Sep Average, Russia, RUS
-9.6, 1958, Oct Average, Russia, RUS
-22.0, 1958, Nov Average, Russia, RUS
-30.8, 1958, Dec Average, Russia, RUS
-30.2, 1959, Jan Average, Russia, RUS
-28.4, 1959, Feb Average, Russia, RUS
-20.5, 1959, Mar Average, Russia, RUS
-13.6, 1959, Apr Average, Russia, RUS
-2.6, 1959, May Average, Russia, RUS
6.1, 1959, Jun Average, Russia, RUS
9.0, 1959, Jul Average, Russia, RUS
7.6, 1959, Aug Average, Russia, RUS
1.9, 1959, Sep Average, Russia, RUS
-9.5, 1959, Oct Average, Russia, RUS
-20.8, 1959, Nov Average, Russia, RUS
-30.4, 1959, Dec Average, Russia, RUS
-33.0, 1960, Jan Average, Russia, RUS
-30.5, 1960, Feb Average, Russia, RUS
-26.1, 1960, Mar Average, Russia, RUS
-13.4, 1960, Apr Average, Russia, RUS
-3.4, 1960, May Average, Russia, RUS
5.8, 1960, Jun Average, Russia, RUS
9.1, 1960, Jul Average, Russia, RUS
6.1, 1960, Aug Average, Russia, RUS
1.1, 1960, Sep Average, Russia, RUS
-11.0, 1960, Oct Average, Russia, RUS
-24.0, 1960, Nov Average, Russia, RUS
-26.4, 1960, Dec Average, Russia, RUS
-31.4, 1961, Jan Average, Russia, RUS
-27.6, 1961, Feb Average, Russia, RUS
-21.1, 1961, Mar Average, Russia, RUS
-13.1, 1961, Apr Average, Russia, RUS
-2.8, 1961, May Average, Russia, RUS
5.1, 1961, Jun Average, Russia, RUS
9.0, 1961, Jul Average, Russia, RUS
6.6, 1961, Aug Average, Russia, RUS
1.2, 1961, Sep Average, Russia, RUS
-9.8, 1961, Oct Average, Russia, RUS
-21.5, 1961, Nov Average, Russia, RUS
-28.9, 1961, Dec Average, Russia, RUS
-27.7, 1962, Jan Average, Russia, RUS
-26.1, 1962, Feb Average, Russia, RUS
-22.3, 1962, Mar Average, Russia, RUS
-11.1, 1962, Apr Average, Russia, RUS
-1.7, 1962, May Average, Russia, RUS
4.7, 1962, Jun Average, Russia, RUS
9.4, 1962, Jul Average, Russia, RUS
6.3, 1962, Aug Average, Russia, RUS
0.8, 1962, Sep Average, Russia, RUS
-9.9, 1962, Oct Average, Russia, RUS
-21.9, 1962, Nov Average, Russia, RUS
-28.7, 1962, Dec Average, Russia, RUS
-30.0, 1963, Jan Average, Russia, RUS
-27.4, 1963, Feb Average, Russia, RUS
-25.3, 1963, Mar Average, Russia, RUS
-14.4, 1963, Apr Average, Russia, RUS
-3.3, 1963, May Average, Russia, RUS
4.5, 1963, Jun Average, Russia, RUS
8.8, 1963, Jul Average, Russia, RUS
6.8, 1963, Aug Average, Russia, RUS
0.7, 1963, Sep Average, Russia, RUS
-8.1, 1963, Oct Average, Russia, RUS
-20.4, 1963, Nov Average, Russia, RUS
-28.9, 1963, Dec Average, Russia, RUS
-31.5, 1964, Jan Average, Russia, RUS
-30.0, 1964, Feb Average, Russia, RUS
-26.1, 1964, Mar Average, Russia, RUS
-15.6, 1964, Apr Average, Russia, RUS
-3.4, 1964, May Average, Russia, RUS
5.1, 1964, Jun Average, Russia, RUS
9.0, 1964, Jul Average, Russia, RUS
6.4, 1964, Aug Average, Russia, RUS
0.4, 1964, Sep Average, Russia, RUS
-10.0, 1964, Oct Average, Russia, RUS
-22.7, 1964, Nov Average, Russia, RUS
-27.9, 1964, Dec Average, Russia, RUS
-32.2, 1965, Jan Average, Russia, RUS
-31.9, 1965, Feb Average, Russia, RUS
-22.3, 1965, Mar Average, Russia, RUS
-13.6, 1965, Apr Average, Russia, RUS
-3.6, 1965, May Average, Russia, RUS
4.6, 1965, Jun Average, Russia, RUS
9.0, 1965, Jul Average, Russia, RUS
6.3, 1965, Aug Average, Russia, RUS
1.0, 1965, Sep Average, Russia, RUS
-9.2, 1965, Oct Average, Russia, RUS
-24.8, 1965, Nov Average, Russia, RUS
-29.9, 1965, Dec Average, Russia, RUS
-33.4, 1966, Jan Average, Russia, RUS
-35.1, 1966, Feb Average, Russia, RUS
-25.3, 1966, Mar Average, Russia, RUS
-14.8, 1966, Apr Average, Russia, RUS
-2.6, 1966, May Average, Russia, RUS
4.9, 1966, Jun Average, Russia, RUS
8.4, 1966, Jul Average, Russia, RUS
6.7, 1966, Aug Average, Russia, RUS
1.0, 1966, Sep Average, Russia, RUS
-10.6, 1966, Oct Average, Russia, RUS
-22.2, 1966, Nov Average, Russia, RUS
-29.5, 1966, Dec Average, Russia, RUS
-32.5, 1967, Jan Average, Russia, RUS
-30.7, 1967, Feb Average, Russia, RUS
-20.3, 1967, Mar Average, Russia, RUS
-11.4, 1967, Apr Average, Russia, RUS
-1.6, 1967, May Average, Russia, RUS
5.3, 1967, Jun Average, Russia, RUS
9.5, 1967, Jul Average, Russia, RUS
6.3, 1967, Aug Average, Russia, RUS
0.3, 1967, Sep Average, Russia, RUS
-5.7, 1967, Oct Average, Russia, RUS
-19.7, 1967, Nov Average, Russia, RUS
-26.8, 1967, Dec Average, Russia, RUS
-32.0, 1968, Jan Average, Russia, RUS
-27.8, 1968, Feb Average, Russia, RUS
-18.6, 1968, Mar Average, Russia, RUS
-11.6, 1968, Apr Average, Russia, RUS
-2.3, 1968, May Average, Russia, RUS
4.4, 1968, Jun Average, Russia, RUS
8.4, 1968, Jul Average, Russia, RUS
6.3, 1968, Aug Average, Russia, RUS
-0.1, 1968, Sep Average, Russia, RUS
-10.5, 1968, Oct Average, Russia, RUS
-26.2, 1968, Nov Average, Russia, RUS
-33.0, 1968, Dec Average, Russia, RUS
-34.8, 1969, Jan Average, Russia, RUS
-36.2, 1969, Feb Average, Russia, RUS
-26.2, 1969, Mar Average, Russia, RUS
-14.1, 1969, Apr Average, Russia, RUS
-3.8, 1969, May Average, Russia, RUS
4.6, 1969, Jun Average, Russia, RUS
9.5, 1969, Jul Average, Russia, RUS
6.6, 1969, Aug Average, Russia, RUS
0.4, 1969, Sep Average, Russia, RUS
-9.8, 1969, Oct Average, Russia, RUS
-20.1, 1969, Nov Average, Russia, RUS
-28.7, 1969, Dec Average, Russia, RUS
-31.9, 1970, Jan Average, Russia, RUS
-30.0, 1970, Feb Average, Russia, RUS
-23.1, 1970, Mar Average, Russia, RUS
-12.9, 1970, Apr Average, Russia, RUS
-3.6, 1970, May Average, Russia, RUS
4.7, 1970, Jun Average, Russia, RUS
9.5, 1970, Jul Average, Russia, RUS
5.7, 1970, Aug Average, Russia, RUS
1.7, 1970, Sep Average, Russia, RUS
-10.2, 1970, Oct Average, Russia, RUS
-22.1, 1970, Nov Average, Russia, RUS
-28.4, 1970, Dec Average, Russia, RUS
-29.6, 1971, Jan Average, Russia, RUS
-32.5, 1971, Feb Average, Russia, RUS
-24.5, 1971, Mar Average, Russia, RUS
-13.9, 1971, Apr Average, Russia, RUS
-2.5, 1971, May Average, Russia, RUS
4.9, 1971, Jun Average, Russia, RUS
9.2, 1971, Jul Average, Russia, RUS
6.9, 1971, Aug Average, Russia, RUS
1.7, 1971, Sep Average, Russia, RUS
-9.0, 1971, Oct Average, Russia, RUS
-18.5, 1971, Nov Average, Russia, RUS
-27.3, 1971, Dec Average, Russia, RUS
-34.9, 1972, Jan Average, Russia, RUS
-29.0, 1972, Feb Average, Russia, RUS
-23.5, 1972, Mar Average, Russia, RUS
-11.5, 1972, Apr Average, Russia, RUS
-3.4, 1972, May Average, Russia, RUS
4.9, 1972, Jun Average, Russia, RUS
8.7, 1972, Jul Average, Russia, RUS
6.4, 1972, Aug Average, Russia, RUS
0.0, 1972, Sep Average, Russia, RUS
-8.5, 1972, Oct Average, Russia, RUS
-24.5, 1972, Nov Average, Russia, RUS
-27.4, 1972, Dec Average, Russia, RUS
-32.1, 1973, Jan Average, Russia, RUS
-27.8, 1973, Feb Average, Russia, RUS
-22.7, 1973, Mar Average, Russia, RUS
-12.4, 1973, Apr Average, Russia, RUS
-2.4, 1973, May Average, Russia, RUS
5.6, 1973, Jun Average, Russia, RUS
8.9, 1973, Jul Average, Russia, RUS
6.8, 1973, Aug Average, Russia, RUS
0.5, 1973, Sep Average, Russia, RUS
-10.0, 1973, Oct Average, Russia, RUS
-20.9, 1973, Nov Average, Russia, RUS
-27.5, 1973, Dec Average, Russia, RUS
-32.9, 1974, Jan Average, Russia, RUS
-31.5, 1974, Feb Average, Russia, RUS
-21.7, 1974, Mar Average, Russia, RUS
-12.6, 1974, Apr Average, Russia, RUS
-2.9, 1974, May Average, Russia, RUS
4.9, 1974, Jun Average, Russia, RUS
9.5, 1974, Jul Average, Russia, RUS
7.2, 1974, Aug Average, Russia, RUS
1.7, 1974, Sep Average, Russia, RUS
-10.3, 1974, Oct Average, Russia, RUS
-24.8, 1974, Nov Average, Russia, RUS
-28.6, 1974, Dec Average, Russia, RUS
-28.7, 1975, Jan Average, Russia, RUS
-28.9, 1975, Feb Average, Russia, RUS
-20.1, 1975, Mar Average, Russia, RUS
-10.7, 1975, Apr Average, Russia, RUS
-1.8, 1975, May Average, Russia, RUS
5.9, 1975, Jun Average, Russia, RUS
8.8, 1975, Jul Average, Russia, RUS
6.4, 1975, Aug Average, Russia, RUS
1.4, 1975, Sep Average, Russia, RUS
-9.2, 1975, Oct Average, Russia, RUS
-21.1, 1975, Nov Average, Russia, RUS
-26.2, 1975, Dec Average, Russia, RUS
-29.7, 1976, Jan Average, Russia, RUS
-31.7, 1976, Feb Average, Russia, RUS
-24.7, 1976, Mar Average, Russia, RUS
-11.8, 1976, Apr Average, Russia, RUS
-3.1, 1976, May Average, Russia, RUS
5.0, 1976, Jun Average, Russia, RUS
8.2, 1976, Jul Average, Russia, RUS
6.5, 1976, Aug Average, Russia, RUS
0.7, 1976, Sep Average, Russia, RUS
-12.7, 1976, Oct Average, Russia, RUS
-22.4, 1976, Nov Average, Russia, RUS
-29.8, 1976, Dec Average, Russia, RUS
-32.4, 1977, Jan Average, Russia, RUS
-32.6, 1977, Feb Average, Russia, RUS
-24.0, 1977, Mar Average, Russia, RUS
-11.3, 1977, Apr Average, Russia, RUS
-1.2, 1977, May Average, Russia, RUS
6.3, 1977, Jun Average, Russia, RUS
8.9, 1977, Jul Average, Russia, RUS
6.4, 1977, Aug Average, Russia, RUS
0.7, 1977, Sep Average, Russia, RUS
-12.1, 1977, Oct Average, Russia, RUS
-19.7, 1977, Nov Average, Russia, RUS
-28.9, 1977, Dec Average, Russia, RUS
-30.2, 1978, Jan Average, Russia, RUS
-29.5, 1978, Feb Average, Russia, RUS
-21.6, 1978, Mar Average, Russia, RUS
-12.8, 1978, Apr Average, Russia, RUS
-3.5, 1978, May Average, Russia, RUS
4.9, 1978, Jun Average, Russia, RUS
8.5, 1978, Jul Average, Russia, RUS
6.4, 1978, Aug Average, Russia, RUS
0.9, 1978, Sep Average, Russia, RUS
-7.9, 1978, Oct Average, Russia, RUS
-17.5, 1978, Nov Average, Russia, RUS
-32.1, 1978, Dec Average, Russia, RUS
-34.3, 1979, Jan Average, Russia, RUS
-31.5, 1979, Feb Average, Russia, RUS
-23.6, 1979, Mar Average, Russia, RUS
-15.2, 1979, Apr Average, Russia, RUS
-1.9, 1979, May Average, Russia, RUS
5.3, 1979, Jun Average, Russia, RUS
8.9, 1979, Jul Average, Russia, RUS
6.5, 1979, Aug Average, Russia, RUS
1.1, 1979, Sep Average, Russia, RUS
-10.5, 1979, Oct Average, Russia, RUS
-22.2, 1979, Nov Average, Russia, RUS
-26.9, 1979, Dec Average, Russia, RUS
-31.9, 1980, Jan Average, Russia, RUS
-29.2, 1980, Feb Average, Russia, RUS
-24.8, 1980, Mar Average, Russia, RUS
-13.7, 1980, Apr Average, Russia, RUS
-2.7, 1980, May Average, Russia, RUS
5.3, 1980, Jun Average, Russia, RUS
9.2, 1980, Jul Average, Russia, RUS
6.8, 1980, Aug Average, Russia, RUS
1.3, 1980, Sep Average, Russia, RUS
-8.5, 1980, Oct Average, Russia, RUS
-22.7, 1980, Nov Average, Russia, RUS
-26.2, 1980, Dec Average, Russia, RUS
-26.6, 1981, Jan Average, Russia, RUS
-27.9, 1981, Feb Average, Russia, RUS
-23.3, 1981, Mar Average, Russia, RUS
-11.2, 1981, Apr Average, Russia, RUS
-2.5, 1981, May Average, Russia, RUS
6.3, 1981, Jun Average, Russia, RUS
9.1, 1981, Jul Average, Russia, RUS
7.4, 1981, Aug Average, Russia, RUS
1.0, 1981, Sep Average, Russia, RUS
-8.3, 1981, Oct Average, Russia, RUS
-20.1, 1981, Nov Average, Russia, RUS
-26.0, 1981, Dec Average, Russia, RUS
-33.0, 1982, Jan Average, Russia, RUS
-27.7, 1982, Feb Average, Russia, RUS
-24.4, 1982, Mar Average, Russia, RUS
-10.2, 1982, Apr Average, Russia, RUS
-2.4, 1982, May Average, Russia, RUS
4.9, 1982, Jun Average, Russia, RUS
9.3, 1982, Jul Average, Russia, RUS
6.6, 1982, Aug Average, Russia, RUS
1.1, 1982, Sep Average, Russia, RUS
-11.3, 1982, Oct Average, Russia, RUS
-21.6, 1982, Nov Average, Russia, RUS
-25.4, 1982, Dec Average, Russia, RUS
-27.1, 1983, Jan Average, Russia, RUS
-27.9, 1983, Feb Average, Russia, RUS
-20.7, 1983, Mar Average, Russia, RUS
-12.9, 1983, Apr Average, Russia, RUS
-2.7, 1983, May Average, Russia, RUS
5.2, 1983, Jun Average, Russia, RUS
9.2, 1983, Jul Average, Russia, RUS
7.1, 1983, Aug Average, Russia, RUS
2.0, 1983, Sep Average, Russia, RUS
-8.2, 1983, Oct Average, Russia, RUS
-18.8, 1983, Nov Average, Russia, RUS
-25.1, 1983, Dec Average, Russia, RUS
-27.0, 1984, Jan Average, Russia, RUS
-29.7, 1984, Feb Average, Russia, RUS
-22.4, 1984, Mar Average, Russia, RUS
-15.2, 1984, Apr Average, Russia, RUS
-1.3, 1984, May Average, Russia, RUS
5.8, 1984, Jun Average, Russia, RUS
9.7, 1984, Jul Average, Russia, RUS
6.2, 1984, Aug Average, Russia, RUS
1.3, 1984, Sep Average, Russia, RUS
-9.0, 1984, Oct Average, Russia, RUS
-23.7, 1984, Nov Average, Russia, RUS
-30.0, 1984, Dec Average, Russia, RUS
-32.8, 1985, Jan Average, Russia, RUS
-31.8, 1985, Feb Average, Russia, RUS
-23.5, 1985, Mar Average, Russia, RUS
-12.3, 1985, Apr Average, Russia, RUS
-3.3, 1985, May Average, Russia, RUS
5.7, 1985, Jun Average, Russia, RUS
8.5, 1985, Jul Average, Russia, RUS
7.0, 1985, Aug Average, Russia, RUS
1.2, 1985, Sep Average, Russia, RUS
-8.2, 1985, Oct Average, Russia, RUS
-19.6, 1985, Nov Average, Russia, RUS
-28.3, 1985, Dec Average, Russia, RUS
-30.7, 1986, Jan Average, Russia, RUS
-28.6, 1986, Feb Average, Russia, RUS
-21.6, 1986, Mar Average, Russia, RUS
-11.9, 1986, Apr Average, Russia, RUS
-2.9, 1986, May Average, Russia, RUS
5.7, 1986, Jun Average, Russia, RUS
9.2, 1986, Jul Average, Russia, RUS
6.6, 1986, Aug Average, Russia, RUS
0.5, 1986, Sep Average, Russia, RUS
-8.0, 1986, Oct Average, Russia, RUS
-18.7, 1986, Nov Average, Russia, RUS
-29.9, 1986, Dec Average, Russia, RUS
-33.9, 1987, Jan Average, Russia, RUS
-29.4, 1987, Feb Average, Russia, RUS
-24.4, 1987, Mar Average, Russia, RUS
-14.2, 1987, Apr Average, Russia, RUS
-2.5, 1987, May Average, Russia, RUS
4.6, 1987, Jun Average, Russia, RUS
9.1, 1987, Jul Average, Russia, RUS
6.8, 1987, Aug Average, Russia, RUS
0.6, 1987, Sep Average, Russia, RUS
-8.9, 1987, Oct Average, Russia, RUS
-25.2, 1987, Nov Average, Russia, RUS
-29.9, 1987, Dec Average, Russia, RUS
-29.7, 1988, Jan Average, Russia, RUS
-29.4, 1988, Feb Average, Russia, RUS
-22.4, 1988, Mar Average, Russia, RUS
-12.8, 1988, Apr Average, Russia, RUS
-2.1, 1988, May Average, Russia, RUS
6.1, 1988, Jun Average, Russia, RUS
10.0, 1988, Jul Average, Russia, RUS
7.1, 1988, Aug Average, Russia, RUS
1.9, 1988, Sep Average, Russia, RUS
-7.7, 1988, Oct Average, Russia, RUS
-20.8, 1988, Nov Average, Russia, RUS
-25.1, 1988, Dec Average, Russia, RUS
-30.3, 1989, Jan Average, Russia, RUS
-24.2, 1989, Feb Average, Russia, RUS
-18.3, 1989, Mar Average, Russia, RUS
-13.1, 1989, Apr Average, Russia, RUS
-1.4, 1989, May Average, Russia, RUS
5.9, 1989, Jun Average, Russia, RUS
9.2, 1989, Jul Average, Russia, RUS
6.6, 1989, Aug Average, Russia, RUS
0.9, 1989, Sep Average, Russia, RUS
-8.6, 1989, Oct Average, Russia, RUS
-21.8, 1989, Nov Average, Russia, RUS
-26.8, 1989, Dec Average, Russia, RUS
-32.1, 1990, Jan Average, Russia, RUS
-27.3, 1990, Feb Average, Russia, RUS
-16.8, 1990, Mar Average, Russia, RUS
-9.9, 1990, Apr Average, Russia, RUS
-0.8, 1990, May Average, Russia, RUS
6.4, 1990, Jun Average, Russia, RUS
9.8, 1990, Jul Average, Russia, RUS
7.2, 1990, Aug Average, Russia, RUS
0.6, 1990, Sep Average, Russia, RUS
-8.1, 1990, Oct Average, Russia, RUS
-22.2, 1990, Nov Average, Russia, RUS
-27.1, 1990, Dec Average, Russia, RUS
-28.5, 1991, Jan Average, Russia, RUS
-29.6, 1991, Feb Average, Russia, RUS
-24.1, 1991, Mar Average, Russia, RUS
-10.8, 1991, Apr Average, Russia, RUS
-1.4, 1991, May Average, Russia, RUS
6.2, 1991, Jun Average, Russia, RUS
10.3, 1991, Jul Average, Russia, RUS
7.7, 1991, Aug Average, Russia, RUS
1.7, 1991, Sep Average, Russia, RUS
-7.8, 1991, Oct Average, Russia, RUS
-18.9, 1991, Nov Average, Russia, RUS
-28.6, 1991, Dec Average, Russia, RUS
-28.5, 1992, Jan Average, Russia, RUS
-26.7, 1992, Feb Average, Russia, RUS
-21.6, 1992, Mar Average, Russia, RUS
-13.4, 1992, Apr Average, Russia, RUS
-1.4, 1992, May Average, Russia, RUS
4.5, 1992, Jun Average, Russia, RUS
8.5, 1992, Jul Average, Russia, RUS
6.4, 1992, Aug Average, Russia, RUS
0.3, 1992, Sep Average, Russia, RUS
-10.4, 1992, Oct Average, Russia, RUS
-23.9, 1992, Nov Average, Russia, RUS
-26.4, 1992, Dec Average, Russia, RUS
-27.7, 1993, Jan Average, Russia, RUS
-25.9, 1993, Feb Average, Russia, RUS
-20.5, 1993, Mar Average, Russia, RUS
-12.8, 1993, Apr Average, Russia, RUS
-2.2, 1993, May Average, Russia, RUS
5.8, 1993, Jun Average, Russia, RUS
9.7, 1993, Jul Average, Russia, RUS
6.8, 1993, Aug Average, Russia, RUS
0.5, 1993, Sep Average, Russia, RUS
-9.2, 1993, Oct Average, Russia, RUS
-22.7, 1993, Nov Average, Russia, RUS
-28.6, 1993, Dec Average, Russia, RUS
-30.9, 1994, Jan Average, Russia, RUS
-30.6, 1994, Feb Average, Russia, RUS
-21.8, 1994, Mar Average, Russia, RUS
-11.6, 1994, Apr Average, Russia, RUS
-2.5, 1994, May Average, Russia, RUS
6.2, 1994, Jun Average, Russia, RUS
9.2, 1994, Jul Average, Russia, RUS
6.5, 1994, Aug Average, Russia, RUS
1.7, 1994, Sep Average, Russia, RUS
-6.9, 1994, Oct Average, Russia, RUS
-21.9, 1994, Nov Average, Russia, RUS
-28.7, 1994, Dec Average, Russia, RUS
-27.4, 1995, Jan Average, Russia, RUS
-22.8, 1995, Feb Average, Russia, RUS
-20.3, 1995, Mar Average, Russia, RUS
-10.2, 1995, Apr Average, Russia, RUS
-1.6, 1995, May Average, Russia, RUS
5.9, 1995, Jun Average, Russia, RUS
9.3, 1995, Jul Average, Russia, RUS
7.7, 1995, Aug Average, Russia, RUS
1.7, 1995, Sep Average, Russia, RUS
-7.0, 1995, Oct Average, Russia, RUS
-19.1, 1995, Nov Average, Russia, RUS
-27.0, 1995, Dec Average, Russia, RUS
-30.1, 1996, Jan Average, Russia, RUS
-28.1, 1996, Feb Average, Russia, RUS
-21.8, 1996, Mar Average, Russia, RUS
-12.8, 1996, Apr Average, Russia, RUS
-1.8, 1996, May Average, Russia, RUS
5.3, 1996, Jun Average, Russia, RUS
9.9, 1996, Jul Average, Russia, RUS
6.2, 1996, Aug Average, Russia, RUS
-0.0, 1996, Sep Average, Russia, RUS
-8.5, 1996, Oct Average, Russia, RUS
-18.5, 1996, Nov Average, Russia, RUS
-28.5, 1996, Dec Average, Russia, RUS
-31.0, 1997, Jan Average, Russia, RUS
-27.9, 1997, Feb Average, Russia, RUS
-19.7, 1997, Mar Average, Russia, RUS
-8.8, 1997, Apr Average, Russia, RUS
-1.0, 1997, May Average, Russia, RUS
5.8, 1997, Jun Average, Russia, RUS
9.1, 1997, Jul Average, Russia, RUS
7.3, 1997, Aug Average, Russia, RUS
1.5, 1997, Sep Average, Russia, RUS
-6.5, 1997, Oct Average, Russia, RUS
-22.1, 1997, Nov Average, Russia, RUS
-30.3, 1997, Dec Average, Russia, RUS
-30.8, 1998, Jan Average, Russia, RUS
-29.9, 1998, Feb Average, Russia, RUS
-21.9, 1998, Mar Average, Russia, RUS
-13.7, 1998, Apr Average, Russia, RUS
-3.1, 1998, May Average, Russia, RUS
6.4, 1998, Jun Average, Russia, RUS
10.7, 1998, Jul Average, Russia, RUS
7.9, 1998, Aug Average, Russia, RUS
0.4, 1998, Sep Average, Russia, RUS
-10.4, 1998, Oct Average, Russia, RUS
-24.9, 1998, Nov Average, Russia, RUS
-27.6, 1998, Dec Average, Russia, RUS
-30.7, 1999, Jan Average, Russia, RUS
-27.2, 1999, Feb Average, Russia, RUS
-26.6, 1999, Mar Average, Russia, RUS
-12.6, 1999, Apr Average, Russia, RUS
-2.1, 1999, May Average, Russia, RUS
5.5, 1999, Jun Average, Russia, RUS
10.0, 1999, Jul Average, Russia, RUS
6.7, 1999, Aug Average, Russia, RUS
1.2, 1999, Sep Average, Russia, RUS
-8.0, 1999, Oct Average, Russia, RUS
-21.6, 1999, Nov Average, Russia, RUS
-25.0, 1999, Dec Average, Russia, RUS
-31.3, 2000, Jan Average, Russia, RUS
-26.2, 2000, Feb Average, Russia, RUS
-20.7, 2000, Mar Average, Russia, RUS
-9.6, 2000, Apr Average, Russia, RUS
-1.5, 2000, May Average, Russia, RUS
6.8, 2000, Jun Average, Russia, RUS
9.6, 2000, Jul Average, Russia, RUS
7.7, 2000, Aug Average, Russia, RUS
1.3, 2000, Sep Average, Russia, RUS
-9.1, 2000, Oct Average, Russia, RUS
-22.6, 2000, Nov Average, Russia, RUS
-29.7, 2000, Dec Average, Russia, RUS
-31.8, 2001, Jan Average, Russia, RUS
-30.2, 2001, Feb Average, Russia, RUS
-22.2, 2001, Mar Average, Russia, RUS
-11.8, 2001, Apr Average, Russia, RUS
-0.7, 2001, May Average, Russia, RUS
6.8, 2001, Jun Average, Russia, RUS
10.4, 2001, Jul Average, Russia, RUS
7.8, 2001, Aug Average, Russia, RUS
0.9, 2001, Sep Average, Russia, RUS
-8.8, 2001, Oct Average, Russia, RUS
-18.0, 2001, Nov Average, Russia, RUS
-27.9, 2001, Dec Average, Russia, RUS
-28.8, 2002, Jan Average, Russia, RUS
-26.1, 2002, Feb Average, Russia, RUS
-18.1, 2002, Mar Average, Russia, RUS
-11.8, 2002, Apr Average, Russia, RUS
-1.7, 2002, May Average, Russia, RUS
6.7, 2002, Jun Average, Russia, RUS
10.2, 2002, Jul Average, Russia, RUS
7.5, 2002, Aug Average, Russia, RUS
1.2, 2002, Sep Average, Russia, RUS
-8.6, 2002, Oct Average, Russia, RUS
-20.5, 2002, Nov Average, Russia, RUS
-31.1, 2002, Dec Average, Russia, RUS
-29.8, 2003, Jan Average, Russia, RUS
-28.8, 2003, Feb Average, Russia, RUS
-20.5, 2003, Mar Average, Russia, RUS
-11.3, 2003, Apr Average, Russia, RUS
-1.2, 2003, May Average, Russia, RUS
5.9, 2003, Jun Average, Russia, RUS
10.0, 2003, Jul Average, Russia, RUS
8.2, 2003, Aug Average, Russia, RUS
2.3, 2003, Sep Average, Russia, RUS
-7.2, 2003, Oct Average, Russia, RUS
-21.3, 2003, Nov Average, Russia, RUS
-24.3, 2003, Dec Average, Russia, RUS
-28.9, 2004, Jan Average, Russia, RUS
-28.2, 2004, Feb Average, Russia, RUS
-21.8, 2004, Mar Average, Russia, RUS
-12.7, 2004, Apr Average, Russia, RUS
-1.7, 2004, May Average, Russia, RUS
